path,sentence,up_votes,down_votes,age,gender,accent
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_30577671.mp3,Historia ya ukoloni ya Kenya ilianza wakati milki ya Ujerumani,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_30577672.mp3,watalii wanapomuona mioyo yao inapata furaha,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_30577673.mp3,Kabila la wabena ni miongoni mwa kabila linalopatikana nchini Tanzania,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_30577674.mp3,Washambuliaji Wamasai wakatisha Mombasa eneo lilopo pwani ya Kenya,7,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28820723.mp3,Neva zinaweza kuathiriwa na maradhi.,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28820724.mp3,ni chuo kikubwa cha masomo kwa njia ya barua.,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28820725.mp3,Asili ya farasi wote ni aina za farasi mwitu wa porini.,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28820727.mp3,Mlima Kenya ni pili mlima wa juu katika Afrika.,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_31443718.mp3,Taratibu mbalimbali zilifanyika hiyo ilikuwa mwaka elfu moja mia tisa sabini na nne,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_31443720.mp3,Pwani Teknowgalz ni kikundi cha akina dada niliosoma nao chuo kikuu,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_31443721.mp3,Hata ivyo wananchi wa pande zote mbili ndio wanao teseka,2,1,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_31443723.mp3,Kwa upande wa baba yake yeye ni wa asili ya Italia na Hispania,2,1,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_31892903.mp3,Tunza mazingira yakutunze,2,1,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_31892905.mp3,Anaonesha upendo kwa mke wake,3,1,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_31892906.mp3,Kusikili tangazo?,3,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_31892988.mp3,Sio wachu wa kwechu waloichwa,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_30574431.mp3,kwa sababu kuongezeka kwa uchumi wa Uganda ni faida kubwa kwa majirani pia,3,2,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_30574432.mp3,Watanzania wanatakiwa kuacha mazoea ya kutumia dawa bila kufuata ushauri wa daktari,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_30574433.mp3,Punja Kara Haji alidai mahakamani kuwa yeye na Karume walikubaliana,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_30574435.mp3,Vita ya uchumih uibua migogoro ya kidiplomasia haswa pale unapogusa maslahi ya Taifa husika,2,1,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_32366338.mp3,Mara ningii vatonyi vakenda ago hutukua alivandi.,2,1,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_32366387.mp3,Kuvalya nguo mpya ni faradhi,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_32366415.mp3,Vukaga upande unoku.,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_32366419.mp3,Kuzu samaki woti?,3,2,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_30561962.mp3,Mhando Nkondo Mchome aliyewahi kuwa Meneja wa Shamba la Themi huko Arusha,2,0,twenties,male,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_30561963.mp3,kuwa yalijengwa kwa msaada wa Marekani enzi zile,3,1,twenties,male,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_30561964.mp3,Kiasi cha kupendwa na hatimaye akapewa binti wa mtawala au mfalme,2,0,twenties,male,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_30561965.mp3,Mara zote yanaongea kitu kuhusu mwenendo afya ya mtu husika,2,0,twenties,male,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_32312025.mp3,Dhamani chulikua chukipadha kwenye nchambo wa fulani.,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_32312027.mp3,Wika mipaka katika shamba,2,1,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_32312029.mp3,Kunamdiriki uyo tu mie hunanyona.,2,1,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_32312030.mp3,Havule wakati ataka kuvakwa lazima litoke idhini kwa ishe.,2,1,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_32366371.mp3,Alichumia makasi kukacha kitambaa,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_32366390.mp3,Usichomboe ito langu.,2,1,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_32366397.mp3,Kavata nafasi ya kwenda kusoma.,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28257970.mp3,Lugha ni Kiingereza.,2,0,twenties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28257972.mp3,Ni jambo la busara kutumia dawa za wadudu ambazo hutengenezwa katika hali ya unga.,2,1,twenties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28257974.mp3,Vyote kwa pamoja?,2,0,twenties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28257977.mp3,Hakuna uhakika kama kisiwa hiki ni Pemba au Mafia.,2,0,twenties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_31292777.mp3,Na kuimarika kwa soko la dhahabu nchini humo,2,0,fourties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_31292789.mp3,Nafasi hii niliyo nayo hapa Mozilla itaniwezesha kuhakikisha teknolojia itaweza kuelewa jinsi sisi tunavyoongea,3,2,fourties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_31293047.mp3,"Joto limezidi, sasa December itakuaje?",3,1,fourties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_31293055.mp3,Idi Amin akibebwa kifalme na wafanyabiashara Waingereza huko Kampala,3,0,fourties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_31152265.mp3,Mugabe alijaribu kutunisha misuli kilichomkuta wazimbabwe hawakuchoka kumuona hafai,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_31152266.mp3,Hata hivyo kazi nyingi zinahitajika kufanywa ili kuiwezesha nchi hii,2,1,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_31152268.mp3,jose mourinho anaweza kutangulia kwenda china,7,2,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_31152269.mp3,fainali za michuano ya ulaya zilifanyika uwanjani wembley,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_31270596.mp3,Onyesho hili lilikuwa fursa ya Kenya na kila mtu kuweza kushuhudia,2,0,twenties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_31270598.mp3,Akakataa pia mazungumzo zaidi ya kikatiba kwa hofu ya Zanzibar kupoteza hadhi na mamlaka,2,0,twenties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_31270599.mp3,Ali Hassan Mwinyi alijiunga na chama cha Zanzibar,3,2,twenties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_31270601.mp3,uwanja wa mkapa ulibarikiwa kutumiwa na nyota wa kutisha,2,1,twenties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_31255558.mp3,Bilioni ishirini na tano nukta tatu zimetumika kuboresha barabara na mitaa,2,1,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_31255559.mp3,Tulikula saa tisa baada ya kumaliza kazi,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_31255560.mp3,Kuishi kwingi ni kuona mengi,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_31255561.mp3,Kitanda usicho kilala hujui kunguni wake,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28580960.mp3,Hadi kifo chake aliishi chini ya ulinzi wa Polisi.,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28580961.mp3,Kwa sasa anafanya kazi kama kocha huko Manchester United.,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28580962.mp3,Sehemu ya vitabu vyake alitoa kwa Kiswahili na Kijerumani vilevile.,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28580963.mp3,Hakuna uhakika kuhusu utamaduni na lugha yao.,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_31148881.mp3,Wanajamii wengi wa kabila la Wamasai walidhani kuwa sio jambo la kawaida,3,2,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_31148885.mp3,tanzania imebarikiwa kuwa na maziwa Kama victoria nyasa tanganyika na mengine mengi,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_31148886.mp3,Kondomu huvaliwa kwenye uume au kwenye uke,2,1,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_31148887.mp3,Waniloti kutoka kaskazini walizidi kuingia tanzania,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28258805.mp3,Rangi hiyo hutumika hasa kwa kutia rangi nguo.,2,0,twenties,male,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28258806.mp3,Yeye ni wakili kwa taaluma.,2,0,twenties,male,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28259638.mp3,Ni nchi ambayo ina historia ya pekee Afrika na hata duniani kwa ujumla.,2,1,twenties,male,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28260306.mp3,Makao makuu yapo Arusha mjini.,2,0,twenties,male,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_30644728.mp3,tanzania imebarikiwa kuwa na vivutio vizuri vya utalii,2,1,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_30644729.mp3,masuala ya usawa wa kijinsia itabaki kuwa ndoto,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_30644730.mp3,Kutokana na ripoti hiyo iliyotolewa na shirika la kuwahudumia wakimbizi duniani,2,1,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_30644731.mp3,Wapolandi wengi walikutana na Wanafunzi wa Biblia kwa mara ya kwanza mikoani,4,1,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_31895921.mp3,Ukaja chai yako tayari.,2,1,twenties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_31895971.mp3,Kunakumbuka tuyosoma chuoni.,3,0,twenties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_31895973.mp3,Wapika lini katlesi,2,1,twenties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_31895974.mp3,Mwalimu enioteza kidole nsimame,2,0,twenties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28762914.mp3,Pande nyingine ni pwani.,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28762915.mp3,Labda hula mayai pia.,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28762972.mp3,"Ni mtoto wa Julius Nyerere, rais wa kwanza wa Tanzania na ""baba wa Taifa"".",2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28762976.mp3,Hoja wasiwasi kuhusu madhara kwenye uchumi wa Uingereza.,2,1,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_32116970.mp3,Chakula kilicholala kimeganda,2,1,twenties,male,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_32116972.mp3,Simu yangu imeisha chaja,4,0,twenties,male,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_32117008.mp3,Lazima tufanye kama tulivyoambiwa.,2,0,twenties,male,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_32117009.mp3,Ishadha hukacha.,2,1,twenties,male,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_30645953.mp3,Zinaunganishwa na jumuiya ya maendeleo ya kusini mwa Afrika,2,0,twenties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_30645954.mp3,Mto huu Tarangire ni mto unaopita kati kati ya hifadhi hii,2,1,twenties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_30645958.mp3,Ilifikia kipindi ilibidi watu hao wajitofautishe na watu wengine,2,0,twenties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_30645960.mp3,sheria ya serikali za mitaa zilirejeshwa tena,2,0,twenties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_31962937.mp3,Kasha hili limerithiwa vizazi vitatu sasa,4,1,twenties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_31962939.mp3,Ondosha takataka zilizopo hapa.,4,1,twenties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_31962940.mp3,Karangiza mchuzi wa nyama,3,2,twenties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_31962942.mp3,Jaza taarifa ili upate namba ya utambulisho.,3,2,twenties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_31413407.mp3,Mwaka elfu moja mia tisa tisini na saba hadi elfu mbili na moja,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_31413412.mp3,Castro alikuwa mmoja wa wafungwa kadhaa waliofikishwa mahakamani,3,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_31413417.mp3,Mafunzo yafanyike wakati wa vijana kubalehe na kabla hawajaingia katika ndoa,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_31255358.mp3,Pia yapo makundi makubwa ya nyumbu wanaosafiri umbali mrefu,2,1,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_31255366.mp3,Fuata nyuki ule asali,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_31255726.mp3,"Kula kutamu,kulima mavune",2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_31255727.mp3,Profesa Amoni Chaligha Profesa wa Siasa Uchumi Chuo Kikuu Dar es Salaam,2,1,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_30593493.mp3,ya moyo wako Sasa yako ni pande gani,5,1,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_30593494.mp3,Tarafa ishirini na saba Kata mia mia moja tisini na mbili,2,1,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_30593495.mp3,aldof hitler alianzisha makambi ya mauaji,5,2,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_30593497.mp3,timu zote za afika hazikufanya vizuri nchini brazil,2,1,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_30632052.mp3,Juhudi zake za dhati Wakati akizindua Kituo,3,2,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_30632053.mp3,Madini hayo ambayo ni ya kipekee kwa Tanzania hayapatikani sehemu yeyote duniani,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_30632054.mp3,Nataka kusema hivi vita ya kawaida inatumia sana vifaa vigumu,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_30632055.mp3,Hao ni nje ya wale wanaotumia usafiri wa miguu ambao ni wengi zaidi,5,0,,,
